,"Age, BMI & VAT",Cardiovascular system
percent_of_sleep_time,0.006525734354172256,0.009633054485826874
percent_of_supine_sleep,0.004031968667855057,0.009720748451461605
percent_of_wake_time,0.0065257343541721795,0.009633054485826855
rdi,0.0009376979695817038,0.002999593863142052
rdi_during_left,0.002441191600381081,0.0065399288572267475
rdi_during_non_supine,0.0015625987179631064,0.003965871491139987
rdi_during_nrem,0.0016710426313745663,0.003898807338950128
rdi_during_prone,0.002636831917143814,0.009028533882382032
rdi_during_rem,0.0009707688106006073,0.0038847424866063902
rdi_during_right,0.0024176772617045994,0.006357914371802003
rdi_during_supine,0.0010620636700290767,0.003755213977151402
rem_latency,0.005082752813148928,0.009977752655451647
saturation_below_80,0.007903617214269222,0.01948451104812397
saturation_below_85,0.005452867490451725,0.0073303269292377
saturation_below_90,0.005036976047755392,0.008095387536467224
saturation_below_or_equal_88,0.00465124152691,0.006080348285752034
saturation_max_value,0.022353691866760974,0.023869141297568664
saturation_mean,0.00149664843596831,0.001567898728914853
saturation_min_value,0.001425253188594731,0.00298205771978941
sleep_efficiency,0.007677452693557633,0.011397784590628993
sleep_latency,0.008907488350494552,0.009835158578886505
snore_above_40db,0.003145589337177212,0.009752831137479927
snore_above_45db,0.0020797354337311197,0.003532043745858585
snore_above_50db,0.003396012885041471,0.00458234982873384
snore_above_60db,0.006354368166457036,0.009534427096663755
snore_db_mean,0.002670026230176684,0.0031395329687509336
time_to_transition_nrem_to_rem,0.010154441144799235,0.014091500039434136
time_to_transition_nrem_to_wake,0.00565680927043524,0.01283144525571162
time_to_transition_rem_to_nrem,0.0031230753622191374,0.006254568867220783
time_to_transition_rem_to_wake,0.0107013281044385,0.011727857269978383
time_to_transition_wake_to_nrem,0.0029649610145974256,0.004950993118274701
time_to_transition_wake_to_rem,0.007053390849346861,0.011698750828649148
total_arousal_sleep_time,0.00625595753553859,0.010386802668897578
total_deep_sleep_time,0.0024317961516944295,0.0040497261653930005
total_left_sleep_time,0.0033445079942269027,0.009471168482718896
total_light_sleep_time,0.0037025856277383084,0.00856680589051452
total_non_supine_sleep_time,0.003786130563473817,0.01050495995014612
total_prone_sleep_time,0.012853331927963908,0.012647762840063047
total_rem_sleep_time,0.0054821387176522485,0.010874393083883825
total_right_sleep_time,0.0030173675229720437,0.009459291016956438
total_sleep_time,0.006359794769227423,0.010316679446308387
total_supine_sleep_time,0.003845233943028088,0.01136368645014681
total_time_in_bed,0.00829730847348265,0.012295274900397066
total_valid_apnea_central_sleep_time,0.005927508105796565,0.01003198781076179
total_valid_apnea_sleep_time,0.004203418538758075,0.010368993026527952
total_wake_time,0.005195280116737837,0.009912375336564624
total_wake_time_after_sleep_onset,0.00458054122641416,0.008462644441265267
variability_between_sleep_stage_percents,0.002929262639936044,0.006505961350166024
