,"Age, BMI & VAT",Body Composition
rem_latency,0.0046946161918881525,0.007350497775826246
saturation_below_80,0.009987495306924915,0.020592941419031396
saturation_below_85,0.006657111400453871,0.008553922581707413
saturation_below_90,0.004587921014417229,0.00668810627977377
saturation_below_or_equal_88,0.00454561196199622,0.006478917669154684
saturation_max_value,0.023300093702383277,0.023138169799526393
saturation_mean,0.0015596741879991827,0.0017177029171934917
saturation_min_value,0.0018314694381357478,0.0022732652710635505
sleep_efficiency,0.0073115911592493725,0.009436285304546719
sleep_latency,0.01132521349098296,0.010213760972496289
snore_above_40db,0.0035969799372434115,0.006602852682960081
snore_above_45db,0.0018387125633461717,0.006536585066365893
snore_above_50db,0.0032346826182922932,0.003952156907974451
snore_above_60db,0.007229436258576625,0.007177438623932156
snore_db_mean,0.0035681305717778465,0.003712527193476597
time_to_transition_nrem_to_rem,0.012441927372060697,0.008045375111092965
time_to_transition_nrem_to_wake,0.004189094891162596,0.006889720633792747
time_to_transition_rem_to_nrem,0.0035086788010558418,0.006595199946147544
time_to_transition_rem_to_wake,0.007762973065601864,0.011549432308408915
time_to_transition_wake_to_nrem,0.002799487869286488,0.0034956746108904782
time_to_transition_wake_to_rem,0.005203532377362871,0.00864617731326442
total_arousal_sleep_time,0.006081741489866298,0.009439687750317675
total_deep_sleep_time,0.0030213857777174973,0.00493810643875603
total_left_sleep_time,0.0044479201652272505,0.00796469733908142
total_light_sleep_time,0.0038792247442534316,0.006176593708756453
total_non_supine_sleep_time,0.003553687555162455,0.005595196115218532
total_prone_sleep_time,0.012306127570016378,0.010769901586946429
total_rem_sleep_time,0.0040461484873555555,0.008506995687240965
total_right_sleep_time,0.0038822496760359416,0.00834244135490995
total_sleep_time,0.0060787697824401885,0.009332781098841841
total_supine_sleep_time,0.004833527781057842,0.007084466144941687
total_time_in_bed,0.0071180064554205065,0.009516143281007168
total_valid_apnea_central_sleep_time,0.006313807995737645,0.010293650769198397
total_valid_apnea_sleep_time,0.004377944675971704,0.00733489626726214
total_wake_time,0.004926170452918817,0.0091714780837573
total_wake_time_after_sleep_onset,0.003942869553370734,0.0063801703183676405
variability_between_sleep_stage_percents,0.0023714821909813603,0.003929134731805646
