,"Age, BMI & VAT",Frailty
snore_above_50db,0.0029791696924799022,0.0029723363033160696
snore_above_60db,0.005917415866844119,0.0059332312563960005
snore_db_mean,0.002799302838050608,0.0027993009680514452
time_to_transition_nrem_to_rem,0.010759212251034708,0.01359690707485341
time_to_transition_nrem_to_wake,0.005354528106821239,0.0073100371600106715
time_to_transition_rem_to_nrem,0.003618740976277972,0.004675880093584725
time_to_transition_rem_to_wake,0.01120951666915634,0.013724489091433164
time_to_transition_wake_to_nrem,0.0019654379310243704,0.0026469443249245786
time_to_transition_wake_to_rem,0.0060224349563728595,0.006801529838539535
total_arousal_sleep_time,0.006743691960488967,0.007886294283399686
total_deep_sleep_time,0.0023707929916704186,0.0031348250770052793
total_left_sleep_time,0.005213569383463043,0.0062083497935851596
total_light_sleep_time,0.0037886106389758553,0.004763257911817205
total_non_supine_sleep_time,0.004282205162980334,0.0056394641831624594
total_prone_sleep_time,0.013368664301281504,0.01258735338778184
total_rem_sleep_time,0.004682288633527726,0.0057333049909219745
total_right_sleep_time,0.0038290540499290597,0.005494120756828482
total_sleep_time,0.006869591075470819,0.007976369586182822
total_supine_sleep_time,0.004285320313614807,0.005287913869744404
total_time_in_bed,0.008307133679391867,0.007406537802083904
total_valid_apnea_central_sleep_time,0.0077280850662059634,0.008796288354215906
total_valid_apnea_sleep_time,0.005361186325483842,0.006562404316087045
total_wake_time,0.005448585623832304,0.006618895065538848
total_wake_time_after_sleep_onset,0.004607805994007375,0.0058340387316121395
variability_between_sleep_stage_percents,0.0023520268075671036,0.002630289999929777
