,"Age, BMI & VAT",Insulin resistance
snore_above_45db,0.0046174562774500445,0.005609581286681899
snore_above_50db,0.009265723260105515,0.009797565803718258
snore_above_60db,0.015320315182986955,0.007949856866808451
snore_db_mean,0.006957237749315568,0.010593986465849315
time_to_transition_nrem_to_rem,0.008615534724846314,0.009623199272809304
time_to_transition_nrem_to_wake,0.007705675730019589,0.020471889324959705
time_to_transition_rem_to_nrem,0.006582844560782308,0.008651933853400615
time_to_transition_rem_to_wake,0.008896732240625906,0.011520068101624233
time_to_transition_wake_to_nrem,0.01911055546512692,0.018828171384623848
time_to_transition_wake_to_rem,0.01981766623408146,0.02114735861570586
total_arousal_sleep_time,0.012107510798401912,0.014573781344601473
total_deep_sleep_time,0.004657791433794392,0.006535445844827279
total_left_sleep_time,0.007105547262121945,0.010001123437253151
total_light_sleep_time,0.004303757760266512,0.0071061016006582125
total_non_supine_sleep_time,0.005641782389569127,0.011263806422299185
total_prone_sleep_time,0.019198149613259476,0.015995721338186403
total_rem_sleep_time,0.008690029720213299,0.012166862900273195
total_right_sleep_time,0.007424695894925209,0.011873352665223665
total_sleep_time,0.012116689857193193,0.014717364659878185
total_supine_sleep_time,0.00687692024399546,0.009194675447603568
total_time_in_bed,0.007175907562506329,0.01215750353613323
total_valid_apnea_central_sleep_time,0.01116731333169432,0.015542527716400282
total_valid_apnea_sleep_time,0.012741903793706308,0.011588155514160429
total_wake_time,0.006630208214290112,0.00897837830752893
total_wake_time_after_sleep_onset,0.0058329681380855465,0.007474787052813205
variability_between_sleep_stage_percents,0.0044728186836763585,0.006585749167398956
