,"Age, BMI & VAT",Bone Density
total_left_sleep_time,0.005213569383463048,0.008338285203551968
total_light_sleep_time,0.0037886106389758574,0.007423165987733157
total_non_supine_sleep_time,0.0042822051629803435,0.007189520435919041
total_prone_sleep_time,0.013368664301281493,0.010564918721731133
total_rem_sleep_time,0.0046822886335277395,0.008708236704622958
total_right_sleep_time,0.0038290540499290597,0.008777862571013085
total_sleep_time,0.006869591075470819,0.012046335162769536
total_supine_sleep_time,0.004285320313614802,0.008288327326017662
total_time_in_bed,0.008307133679391862,0.01058063134085986
total_valid_apnea_central_sleep_time,0.00772808506620597,0.011428939896251438
total_valid_apnea_sleep_time,0.005361186325483844,0.010944406731343866
total_wake_time,0.005448585623832302,0.010568824398574308
total_wake_time_after_sleep_onset,0.0046078059940073655,0.007410035755909127
variability_between_sleep_stage_percents,0.0023520268075671036,0.004277435045460601
