,Age & BMI,"Sleep Quality
(average of nights)"
P4PWYsuperpathwayofLlysineLthreonineandLmethioninebiosynthesisI,False,True
P41PWYpyruvatefermentationtoacetateandSlactateI,False,True
P42PWYincompletereductiveTCAcycle,False,True
P441PWYsuperpathwayofNacetylneuraminatedegradation,False,True
P461PWYhexitolfermentationtolactateformateethanolandacetate,False,True
PANTOPWYphosphopantothenatebiosynthesisI,False,False
PANTOSYNPWYsuperpathwayofcoenzymeAbiosynthesisIbacteria,False,False
PENTOSEPPWYpentosephosphatepathway,False,True
PEPTIDOGLYCANSYNPWYpeptidoglycanbiosynthesisImesodiaminopimelatecontaining,False,True
PHOSLIPSYNPWYsuperpathwayofphospholipidbiosynthesisIbacteria,False,True
POLYAMINSYN3PWYsuperpathwayofpolyaminebiosynthesisII,False,True
POLYAMSYNPWYsuperpathwayofpolyaminebiosynthesisI,False,True
POLYISOPRENSYNPWYpolyisoprenoidbiosynthesisEcoli,False,True
PPGPPMETPWYppGppmetabolism,True,True
PRPPPWYsuperpathwayofhistidinepurineandpyrimidinebiosynthesis,False,True
PWY1042glycolysisIV,False,True
PWY1269CMP3deoxyDmannooctulosonatebiosynthesis,False,True
PWY1861formaldehydeassimilationIIassimilatoryRuMPCycle,True,True
PWY241C4photosyntheticcarbonassimilationcycleNADPMEtype,False,True
PWY2941LlysinebiosynthesisII,False,True
PWY2942LlysinebiosynthesisIII,False,True
PWY3001superpathwayofLisoleucinebiosynthesisI,False,True
PWY3841folatetransformationsIIplants,False,True
PWY4041gammaglutamylcycle,False,False
PWY4984ureacycle,True,True
PWY5004superpathwayofLcitrullinemetabolism,True,True
PWY5005biotinbiosynthesisII,False,False
PWY50224aminobutanoatedegradationV,False,False
PWY5030LhistidinedegradationIII,False,True
PWY5097LlysinebiosynthesisVI,False,True
PWY5100pyruvatefermentationtoacetateandlactateII,False,True
PWY5103LisoleucinebiosynthesisIII,False,True
PWY5104LisoleucinebiosynthesisIV,False,True
PWY5121superpathwayofgeranylgeranyldiphosphatebiosynthesisIIviaMEP,False,True
PWY51302oxobutanoatedegradationI,False,True
PWY5136fattyacidbetaoxidationIIplantperoxisome,False,True
PWY5138fattyacidbetaoxidationIVunsaturatedevennumber,False,True
PWY5154LargininebiosynthesisIIIviaNacetylLcitrulline,False,True
PWY5188tetrapyrrolebiosynthesisIfromglutamate,False,False
PWY5189tetrapyrrolebiosynthesisIIfromglycine,False,True
PWY5345superpathwayofLmethioninebiosynthesisbysulfhydrylation,False,False
PWY5347superpathwayofLmethioninebiosynthesistranssulfuration,False,True
PWY5367petroselinatebiosynthesis,False,True
PWY5384sucrosedegradationIVsucrosephosphorylase,False,False
PWY5484glycolysisIIfromfructose6phosphate,False,True
PWY5497purinenucleobasesdegradationIIanaerobic,False,True
PWY5505LglutamateandLglutaminebiosynthesis,True,True
PWY561superpathwayofglyoxylatecycleandfattyaciddegradation,False,True
PWY5656mannosylglyceratebiosynthesisI,False,True
PWY5659GDPmannosebiosynthesis,False,False
PWY5667CDPdiacylglycerolbiosynthesisI,False,True
PWY5675nitratereductionVassimilatory,False,True
PWY5676acetylCoAfermentationtobutanoateII,False,True
PWY5686UMPbiosynthesisI,False,True
PWY5690TCAcycleIIplantsandfungi,False,True
PWY5695inosine5phosphatedegradation,False,True
PWY5705allantoindegradationtoglyoxylateIII,False,True
PWY5723Rubiscoshunt,False,True
PWY57472methylcitratecycleII,False,True
PWY58372carboxy14naphthoquinolbiosynthesis,False,True
PWY5838superpathwayofmenaquinol8biosynthesisI,False,True
PWY5840superpathwayofmenaquinol7biosynthesis,False,True
PWY5845superpathwayofmenaquinol9biosynthesis,False,True
PWY5850superpathwayofmenaquinol6biosynthesis,False,True
PWY5855ubiquinol7biosynthesisearlydecarboxylation,False,False
PWY5860superpathwayofdemethylmenaquinol6biosynthesisI,False,True
PWY5861superpathwayofdemethylmenaquinol8biosynthesisI,False,True
PWY5862superpathwayofdemethylmenaquinol9biosynthesis,False,True
PWY5896superpathwayofmenaquinol10biosynthesis,False,True
PWY5897superpathwayofmenaquinol11biosynthesis,False,True
PWY5898superpathwayofmenaquinol12biosynthesis,False,True
PWY5899superpathwayofmenaquinol13biosynthesis,False,True
PWY5913partialTCAcycleobligateautotrophs,False,True
PWY5918superpathwayofhemebbiosynthesisfromglutamate,False,True
PWY5920superpathwayofhemebbiosynthesisfromglycine,False,True
PWY5941glycogendegradationII,False,True
PWY5971palmitatebiosynthesistypeIIfattyacidsynthase,False,False
PWY5973cisvaccenatebiosynthesis,False,True
PWY5981CDPdiacylglycerolbiosynthesisIII,False,True
PWY5989stearatebiosynthesisIIbacteriaandplants,False,True
PWY61215aminoimidazoleribonucleotidebiosynthesisI,True,True
PWY61225aminoimidazoleribonucleotidebiosynthesisII,False,True
PWY6123inosine5phosphatebiosynthesisI,False,False
PWY6124inosine5phosphatebiosynthesisII,False,True
PWY6125superpathwayofguanosinenucleotidesdenovobiosynthesisII,False,False
PWY6126superpathwayofadenosinenucleotidesdenovobiosynthesisII,False,True
PWY6143CMPpseudaminatebiosynthesis,False,True
PWY61476hydroxymethyldihydropterindiphosphatebiosynthesisI,False,True
PWY6151SadenosylLmethioninesalvageI,False,True
PWY6163chorismatebiosynthesisfrom3dehydroquinate,False,True
PWY6168flavinbiosynthesisIIIfungi,False,True
PWY621sucrosedegradationIIIsucroseinvertase,False,False
PWY622starchbiosynthesis,False,False
PWY6270isoprenebiosynthesisI,False,True
PWY6277superpathwayof5aminoimidazoleribonucleotidebiosynthesis,False,True
PWY6282palmitoleatebiosynthesisIfrom5Zdodec5enoate,False,True
PWY6284superpathwayofunsaturatedfattyacidsbiosynthesisEcoli,False,True
PWY6285superpathwayoffattyacidsbiosynthesisEcoli,False,True
PWY6292superpathwayofLcysteinebiosynthesismammalian,False,False
PWY6293superpathwayofLcysteinebiosynthesisfungi,False,False
PWY6305superpathwayofputrescinebiosynthesis,False,True
PWY6317DgalactosedegradationILeloirpathway,False,True
PWY6353purinenucleotidesdegradationIIaerobic,False,True
PWY6385peptidoglycanbiosynthesisIIImycobacteria,False,True
PWY6386UDPNacetylmuramoylpentapeptidebiosynthesisIIlysinecontaining,False,True
PWY6387UDPNacetylmuramoylpentapeptidebiosynthesisImesodiaminopimelatecontaining,False,True
PWY6415LascorbatebiosynthesisVeuglenaDgalacturonatepathway,False,True
PWY6470peptidoglycanbiosynthesisVbetalactamresistance,False,True
PWY6478GDPDglyceroalphaDmannoheptosebiosynthesis,False,True
PWY65074deoxyLthreohex4enopyranuronatedegradation,False,True
PWY65198amino7oxononanoatebiosynthesisI,False,True
PWY6527stachyosedegradation,False,False
PWY6531mannitolcycle,False,True
PWY6545pyrimidinedeoxyribonucleotidesdenovobiosynthesisIII,False,True
PWY6549LglutaminebiosynthesisIII,False,True
PWY6572chondroitinsulfatedegradationIbacterial,False,True
PWY6588pyruvatefermentationtoacetone,False,True
PWY6590superpathwayofClostridiumacetobutylicumacidogenicfermentation,True,True
PWY6595superpathwayofguanosinenucleotidesdegradationplants,False,True
PWY6606guanosinenucleotidesdegradationII,False,True
PWY6607guanosinenucleotidesdegradationI,False,True
PWY6608guanosinenucleotidesdegradationIII,False,True
PWY6609adenineandadenosinesalvageIII,False,True
PWY6612superpathwayoftetrahydrofolatebiosynthesis,False,True
PWY6628superpathwayofLphenylalaninebiosynthesis,False,True
PWY6630superpathwayofLtyrosinebiosynthesis,False,True
PWY6690cinnamateand3hydroxycinnamatedegradationto2hydroxypentadienoate,False,True
PWY6700queuosinebiosynthesisIdenovo,False,True
PWY6703preQ0biosynthesis,False,False
PWY6731starchdegradationIII,False,True
PWY6749CMPlegionaminatebiosynthesisI,False,True
PWY6803phosphatidylcholineacylediting,False,True
PWY6807xyloglucandegradationIIexoglucanase,True,True
PWY6823molybdopterinbiosynthesis,False,True
PWY6859alltransfarnesolbiosynthesis,False,True
PWY6895superpathwayofthiaminediphosphatebiosynthesisII,False,True
PWY6897thiaminediphosphatesalvageII,False,False
PWY6901superpathwayofglucoseandxylosedegradation,False,True
PWY6902chitindegradationIIVibrio,False,True
PWY6906chitinderivativesdegradation,False,True
PWY6922LNdeltaacetylornithinebiosynthesis,False,False
PWY6936selenoaminoacidbiosynthesisplants,False,True
PWY6953dTDP3acetamidoalphaDfucosebiosynthesis,True,True
PWY6961LascorbatedegradationIIbacterialaerobic,False,True
PWY6969TCAcycleV2oxoglutaratesynthase,False,True
PWY699215anhydrofructosedegradation,False,True
PWY7013Spropane12dioldegradation,False,True
PWY702LmethioninebiosynthesisII,False,True
PWY7094fattyacidsalvage,False,False
PWY7111pyruvatefermentationtoisobutanolengineered,False,True
PWY7115C4photosyntheticcarbonassimilationcycleNADMEtype,False,True
PWY7117C4photosyntheticcarbonassimilationcyclePEPCKtype,False,True
PWY7118chitindeacetylation,False,True
PWY7184pyrimidinedeoxyribonucleotidesdenovobiosynthesisI,False,True
PWY7187pyrimidinedeoxyribonucleotidesdenovobiosynthesisII,False,True
PWY7196superpathwayofpyrimidineribonucleosidessalvage,True,True
PWY7197pyrimidinedeoxyribonucleotidephosphorylation,False,False
PWY7198pyrimidinedeoxyribonucleotidesdenovobiosynthesisIV,False,False
PWY7199pyrimidinedeoxyribonucleosidessalvage,False,True
PWY7200superpathwayofpyrimidinedeoxyribonucleosidesalvage,True,True
PWY7204pyridoxal5phosphatesalvageIIplants,False,True
PWY7208superpathwayofpyrimidinenucleobasessalvage,False,False
PWY7209superpathwayofpyrimidineribonucleosidesdegradation,False,True
PWY7210pyrimidinedeoxyribonucleotidesbiosynthesisfromCTP,False,True
PWY7211superpathwayofpyrimidinedeoxyribonucleotidesdenovobiosynthesis,False,True
PWY7220adenosinedeoxyribonucleotidesdenovobiosynthesisII,False,True
PWY7221guanosineribonucleotidesdenovobiosynthesis,False,True
PWY7222guanosinedeoxyribonucleotidesdenovobiosynthesisII,False,True
PWY7228superpathwayofguanosinenucleotidesdenovobiosynthesisI,False,True
PWY7229superpathwayofadenosinenucleotidesdenovobiosynthesisI,False,True
PWY7234inosine5phosphatebiosynthesisIII,False,True
PWY7237myochiroandscylloinositoldegradation,False,True
PWY7238sucrosebiosynthesisII,False,True
PWY7242Dfructuronatedegradation,False,False
PWY724superpathwayofLlysineLthreonineandLmethioninebiosynthesisII,False,False
PWY7254TCAcycleVIIacetateproducers,False,False
PWY7269mitochondrialNADPHproductionyeast,False,True
PWY72824amino2methyl5diphosphomethylpyrimidinebiosynthesisII,False,True
PWY7312dTDPbetaDfucofuranosebiosynthesis,False,True
PWY7315dTDPNacetylthomosaminebiosynthesis,False,True
PWY7316dTDPNacetylviosaminebiosynthesis,False,False
PWY7323superpathwayofGDPmannosederivedOantigenbuildingblocksbiosynthesis,False,True
PWY7328superpathwayofUDPglucosederivedOantigenbuildingblocksbiosynthesis,False,False
PWY7345superpathwayofanaerobicsucrosedegradation,False,True
PWY7356thiaminediphosphatesalvageIVyeast,False,True
PWY7357thiaminephosphateformationfrompyrithiamineandoxythiamineyeast,False,True
PWY737114dihydroxy6naphthoatebiosynthesisII,False,False
PWY7383anaerobicenergymetabolisminvertebratescytosol,False,False
PWY738513propanediolbiosynthesisengineered,False,True
PWY7392taxadienebiosynthesisengineered,False,True
PWY7400LargininebiosynthesisIVarchaebacteria,False,True
PWY7434terminalOglycansresiduesmodificationviatype2precursordisaccharide,True,True
PWY7456beta14mannandegradation,False,True
PWY7560methylerythritolphosphatepathwayII,False,True
PWY7663gondoatebiosynthesisanaerobic,False,True
PWY7664oleatebiosynthesisIVanaerobic,False,True
PWY7688dTDPalphaDravidosamineanddTDP4acetylalphaDravidosaminebiosynthesis,False,True
PWY7761NADsalvagepathwayIIPNCIVcycle,False,True
PWY7790UMPbiosynthesisII,False,True
PWY7791UMPbiosynthesisIII,False,True
PWY7851coenzymeAbiosynthesisIIeukaryotic,True,True
PWY78585ZdodecenoatebiosynthesisII,False,True
PWY7883anhydromuropeptidesrecyclingII,False,True
PWY79425oxoLprolinemetabolism,True,True
PWY7953UDPNacetylmuramoylpentapeptidebiosynthesisIIImesodiaminopimelatecontaining,False,True
PWY7977LmethioninebiosynthesisIV,False,True
PWY7992superpathwayofmenaquinol8biosynthesisIII,False,True
PWY8004EntnerDoudoroffpathwayI,False,True
PWY801homocysteineandcysteineinterconversion,False,True
PWY8073lipidIVAbiosynthesisPputida,False,True
PWY81315deoxyadenosinedegradationII,True,True
PWY8178pentosephosphatepathwaynonoxidativebranchII,True,True
PWY8187LargininedegradationXIIIreductiveSticklandreaction,False,True
PWY821superpathwayofsulfuraminoacidbiosynthesisSaccharomycescerevisiae,False,False
PWY841superpathwayofpurinenucleotidesdenovobiosynthesisI,False,True
PWYI9LcysteinebiosynthesisVIfromLmethionine,False,True
PWY01061superpathwayofLalaninebiosynthesis,False,True
PWY01241ADPLglycerobetaDmannoheptosebiosynthesis,False,False
PWY01261anhydromuropeptidesrecyclingI,False,True
PWY012773phenylpropanoateand33hydroxyphenylpropanoatedegradation,False,True
PWY01296purineribonucleosidesdegradation,False,True
PWY01297superpathwayofpurinedeoxyribonucleosidesdegradation,False,True
PWY01298superpathwayofpyrimidinedeoxyribonucleosidesdegradation,False,True
PWY01319CDPdiacylglycerolbiosynthesisII,False,True
PWY01337oleatebetaoxidation,False,False
PWY01338polymyxinresistance,False,True
PWY01415superpathwayofhemebbiosynthesisfromuroporphyrinogenIII,False,True
PWY01477ethanolamineutilization,False,True
PWY01479tRNAprocessing,False,True
PWY01586peptidoglycanmaturationmesodiaminopimelatecontaining,False,True
PWY0162superpathwayofpyrimidineribonucleotidesdenovobiosynthesis,False,True
PWY0166superpathwayofpyrimidinedeoxyribonucleotidesdenovobiosynthesisEcoli,False,True
PWY0301LascorbatedegradationIbacterialanaerobic,False,True
PWY0422methylcitratecycleI,False,True
PWY0781aspartatesuperpathway,False,True
PWY0845superpathwayofpyridoxal5phosphatebiosynthesisandsalvage,False,True
PWY08625ZdodecenoatebiosynthesisI,False,True
PWY1ZNC1assimilatorysulfatereductionIV,False,False
PWY3O4107NADsalvagepathwayVPNCVcycle,False,True
PWY4903nitratereductionVIassimilatory,True,True
PWY4FS7phosphatidylglycerolbiosynthesisIplastidic,False,True
PWY4FS8phosphatidylglycerolbiosynthesisIInonplastidic,False,True
PWY4LZ257superpathwayoffermentationChlamydomonasreinhardtii,False,True
PWY66389phytoldegradation,False,True
PWY66391fattyacidbetaoxidationVImammalianperoxisome,True,True
PWY66399gluconeogenesisIII,False,True
PWY66409superpathwayofpurinenucleotidesalvage,False,False
PWY66429fattyacidbiosynthesisinitiationmitochondria,False,False
PYRIDNUCSALPWYNADsalvagepathwayIPNCVIcycle,False,True
PYRIDNUCSYNPWYNADdenovobiosynthesisIfromaspartate,False,False
PYRIDOXSYNPWYpyridoxal5phosphatebiosynthesisI,False,True
REDCITCYCTCAcycleVIHelicobacter,False,True
RHAMCATPWYLrhamnosedegradationI,True,True
RIBOSYN2PWYflavinbiosynthesisIbacteriaandplants,False,False
RUMPPWYformaldehydeoxidationI,True,True
SALVADEHYPOXPWYadenosinenucleotidesdegradationII,False,True
SERGLYSYNPWYsuperpathwayofLserineandglycinebiosynthesisI,False,True
SO4ASSIMPWYassimilatorysulfatereductionI,False,True
SULFATECYSPWYsuperpathwayofsulfateassimilationandcysteinebiosynthesis,False,True
TCAGLYOXBYPASSsuperpathwayofglyoxylatebypassandTCA,False,True
TCATCAcycleIprokaryotic,False,True
THISYNARAPWYsuperpathwayofthiaminediphosphatebiosynthesisIIIeukaryotes,True,True
THRESYNPWYsuperpathwayofLthreoninebiosynthesis,False,True
TRNACHARGINGPWYtRNAcharging,False,True
UDPNAGSYNPWYUDPNacetylDglucosaminebiosynthesisI,False,False
VALSYNPWYLvalinebiosynthesis,False,True
