,Age & BMI,"HRV
(measured during sleep)"
GLUTORN-PWY: L-ornithine biosynthesis I,-0.03056804500939755,-0.03056804500939755
GLYCOCAT-PWY: glycogen degradation I,-0.0374262509504967,-0.0374262509504967
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),-0.02908787257704335,-0.02908787257704335
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,-0.0339330900924279,-0.0339330900924279
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway,-0.033788336769623006,-0.033788336769623006
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",-0.03367405322534825,-0.03367405322534835
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),-0.0380754044704985,-0.0380754044704985
GLYOXYLATE-BYPASS: glyoxylate cycle,-0.03439746586640665,-0.03439746586640665
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",-0.0320817663627402,-0.0320817663627402
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate,-0.0336004170594001,-0.0336004170594001
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic),-0.0324043832664955,-0.032404383266495446
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic),-0.034125818412766254,-0.034125818412766254
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent),-0.0335119165557366,-0.0335119165557366
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),-0.03402642157084895,-0.03402642157084895
HISDEG-PWY: L-histidine degradation I,-0.035728689085886,-0.035728689085886
HISTSYN-PWY: L-histidine biosynthesis,-0.032161322946528195,-0.032161322946528195
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,-0.0304866601805657,-0.03048666018056575
HSERMETANA-PWY: L-methionine biosynthesis III,-0.033681760369446145,-0.033681760369446145
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),-0.0305846058005387,-0.03058460580053875
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,-0.03212373176430275,-0.03212373176430275
KETOGLUCONMET-PWY: ketogluconate metabolism,-0.034159437873891,-0.034159437873891
LACTOSECAT-PWY: lactose and galactose degradation I,-0.0353688906063865,-0.03536889060638645
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,-0.032362651366685855,-0.032362651366685855
METH-ACETATE-PWY: methanogenesis from acetate,-0.03230520760372654,-0.03230520760372654
METHGLYUT-PWY: superpathway of methylglyoxal degradation,-0.03449422378340055,-0.03449422378340055
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis,-0.0313916763963547,-0.0313916763963547
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside),-0.03295925234975295,-0.032959252349753096
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),-0.0374600635165191,-0.03746006351651915
NONMEVIPP-PWY: methylerythritol phosphate pathway I,-0.03225780671162605,-0.03225780671162605
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I,-0.028945989524368047,-0.0289459895243681
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),-0.03383390051616955,-0.03383390051616955
ORNDEG-PWY: superpathway of ornithine degradation,-0.03318880854628635,-0.03318880854628635
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),-0.034519862548271704,-0.034519862548271704
P108-PWY: pyruvate fermentation to propanoate I,-0.029576493458198003,-0.029576493458198003
P122-PWY: heterolactic fermentation,-0.032631492920709104,-0.03263149292070905
P124-PWY: Bifidobacterium shunt,-0.0326991502880993,-0.0326991502880994
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",-0.031008300067378952,-0.0310083000673788
P161-PWY: acetylene degradation (anaerobic),-0.03444170509537135,-0.03444170509537135
P164-PWY: purine nucleobases degradation I (anaerobic),-0.0313567176616091,-0.0313567176616091
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),-0.0313508631880533,-0.0313508631880533
P221-PWY: octane oxidation,-0.03336090840358735,-0.03336090840358755
P23-PWY: reductive TCA cycle I,-0.027975033315334102,-0.027975033315334102
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",-0.0320547146390873,-0.0320547146390873
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I,-0.03399501966749865,-0.0339950196674986
P42-PWY: incomplete reductive TCA cycle,-0.03121694049556815,-0.03121694049556815
P441-PWY: superpathway of N-acetylneuraminate degradation,-0.0351323851010282,-0.0351323851010282
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",-0.03346221894294235,-0.03346221894294235
PANTO-PWY: phosphopantothenate biosynthesis I,-0.0353377434831887,-0.0353377434831887
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria),-0.033041872287769,-0.033041872287769045
PENTOSE-P-PWY: pentose phosphate pathway,-0.034710912159785,-0.034710912159785
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),-0.028709785099410898,-0.028709785099410898
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),-0.031190648969109253,-0.031190648969109253
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,-0.0289195137039737,-0.0289195137039737
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,-0.032217613529483546,-0.032217613529483546
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),-0.03385185182273155,-0.03385185182273155
PPGPPMET-PWY: ppGpp metabolism,-0.035465762856705246,-0.035465762856705246
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",-0.03262471536405025,-0.03262471536405015
PWY-1042: glycolysis IV,-0.0329428587438124,-0.0329428587438124
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,-0.02952266136682095,-0.02952266136682095
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle),-0.0317642629416688,-0.0317642629416688
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",-0.0299517801628003,-0.0299517801628003
PWY-2941: L-lysine biosynthesis II,-0.0346025426878816,-0.0346025426878816
PWY-2942: L-lysine biosynthesis III,-0.030434299619576298,-0.030434299619576298
PWY-3001: superpathway of L-isoleucine biosynthesis I,-0.038338686632112096,-0.038338686632112096
PWY-3841: folate transformations II (plants),-0.0304421747758907,-0.0304421747758907
PWY-4041: &gamma;-glutamyl cycle,-0.03531918853115875,-0.0353191885311587
PWY-4984: urea cycle,-0.03596429162817675,-0.03596429162817675
PWY-5004: superpathway of L-citrulline metabolism,-0.03459197201475975,-0.03459197201475975
PWY-5005: biotin biosynthesis II,-0.031111205807741748,-0.0311112058077418
PWY-5022: 4-aminobutanoate degradation V,-0.033851501379465604,-0.0338515013794655
PWY-5030: L-histidine degradation III,-0.03433610999248485,-0.03433610999248485
PWY-5097: L-lysine biosynthesis VI,-0.032738139702773894,-0.032738139702773894
PWY-5100: pyruvate fermentation to acetate and lactate II,-0.031754279946715605,-0.031754279946715654
PWY-5103: L-isoleucine biosynthesis III,-0.0333978552442571,-0.033397855244257146
PWY-5104: L-isoleucine biosynthesis IV,-0.03445303152151245,-0.0344530315215124
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),-0.0360154376878404,-0.0360154376878404
PWY-5130: 2-oxobutanoate degradation I,-0.031168792484135698,-0.0311687924841357
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),-0.035212850488946554,-0.035212850488946554
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)",-0.032288149864605556,-0.032288149864605445
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),-0.03269818366130345,-0.03269818366130345
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),-0.0344734044117743,-0.0344734044117743
PWY-5189: tetrapyrrole biosynthesis II (from glycine),-0.0341415922184999,-0.0341415922184999
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),-0.03263248444650805,-0.0326324844465081
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),-0.03171130697376725,-0.03171130697376725
PWY-5367: petroselinate biosynthesis,-0.034031007726025,-0.034031007726025
PWY-5384: sucrose degradation IV (sucrose phosphorylase),-0.033285795488554204,-0.033285795488554204
PWY-5484: glycolysis II (from fructose 6-phosphate),-0.03796358571555955,-0.03796358571555955
PWY-5497: purine nucleobases degradation II (anaerobic),-0.0345425332349759,-0.0345425332349759
PWY-5505: L-glutamate and L-glutamine biosynthesis,-0.02760049737544995,-0.02760049737544995
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,-0.033542788920635946,-0.033542788920635946
PWY-5656: mannosylglycerate biosynthesis I,-0.034388140173432946,-0.034388140173432946
PWY-5659: GDP-mannose biosynthesis,-0.03478005352938835,-0.03478005352938835
PWY-5667: CDP-diacylglycerol biosynthesis I,-0.0324537684780571,-0.0324537684780571
PWY-5675: nitrate reduction V (assimilatory),-0.033668578782977895,-0.033668578782977895
PWY-5676: acetyl-CoA fermentation to butanoate II,-0.031966388964610196,-0.031966388964610196
PWY-5686: UMP biosynthesis I,-0.03171405891270365,-0.0317140589127036
PWY-5690: TCA cycle II (plants and fungi),-0.0301916782359744,-0.0301916782359744
PWY-5695: inosine 5'-phosphate degradation,-0.033165498456575196,-0.033165498456575196
PWY-5705: allantoin degradation to glyoxylate III,-0.034594716550690394,-0.034594716550690394
PWY-5723: Rubisco shunt,-0.0358320448039475,-0.0358320448039475
PWY-5747: 2-methylcitrate cycle II,-0.0297345477887729,-0.0297345477887729
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",-0.03445657534350345,-0.03445657534350345
PWY-5838: superpathway of menaquinol-8 biosynthesis I,-0.034926864281817,-0.034926864281817
PWY-5840: superpathway of menaquinol-7 biosynthesis,-0.0340899184935661,-0.0340899184935661
PWY-5845: superpathway of menaquinol-9 biosynthesis,-0.034040867181409654,-0.0340408671814097
PWY-5850: superpathway of menaquinol-6 biosynthesis,-0.0329964858487456,-0.0329964858487456
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation),-0.032944486268027,-0.032944486268027
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I,-0.03315636380093475,-0.033156363800934646
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,-0.03419164413374205,-0.03419164413374205
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,-0.0326199412082261,-0.0326199412082261
PWY-5896: superpathway of menaquinol-10 biosynthesis,-0.03258982606284705,-0.03258982606284705
PWY-5897: superpathway of menaquinol-11 biosynthesis,-0.034840915275278606,-0.03484091527527865
PWY-5898: superpathway of menaquinol-12 biosynthesis,-0.03484091527527865,-0.03484091527527865
PWY-5899: superpathway of menaquinol-13 biosynthesis,-0.034840915275278606,-0.03484091527527865
PWY-5913: partial TCA cycle (obligate autotrophs),-0.0324150246152828,-0.0324150246152828
PWY-5918: superpathway of heme b biosynthesis from glutamate,-0.033654757416866604,-0.03365475741686655
PWY-5920: superpathway of heme b biosynthesis from glycine,-0.03464008387876645,-0.03464008387876645
PWY-5941: glycogen degradation II,-0.0323408804661099,-0.0323408804661099
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),-0.0349131099951429,-0.0349131099951429
PWY-5973: cis-vaccenate biosynthesis,-0.0367091287561046,-0.0367091287561046
PWY-5981: CDP-diacylglycerol biosynthesis III,-0.03294668030358515,-0.03294668030358515
PWY-5989: stearate biosynthesis II (bacteria and plants),-0.03558437500777585,-0.03558437500777585
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,-0.0368906763526975,-0.0368906763526975
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,-0.03331079946932885,-0.03331079946932885
PWY-6123: inosine-5'-phosphate biosynthesis I,-0.03444237298547265,-0.034442372985472605
PWY-6124: inosine-5'-phosphate biosynthesis II,-0.034712929138176946,-0.0347129291381769
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,-0.033686700579631246,-0.033686700579631246
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,-0.03432463749099815,-0.03432463749099815
PWY-6143: CMP-pseudaminate biosynthesis,-0.03674876089823715,-0.03674876089823715
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,-0.02952867347104885,-0.0295286734710489
PWY-6151: S-adenosyl-L-methionine salvage I,-0.032403809674615994,-0.032403809674615994
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,-0.030804208346432452,-0.030804208346432452
PWY-6168: flavin biosynthesis III (fungi),-0.03102877575288935,-0.03102877575288935
PWY-621: sucrose degradation III (sucrose invertase),-0.03384168908768695,-0.03384168908768695
PWY-622: starch biosynthesis,-0.02959746215346455,-0.02959746215346455
PWY-6270: isoprene biosynthesis I,-0.03178543782884695,-0.03178543782884695
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,-0.03331079946932885,-0.03331079946932885
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),-0.036061104102532104,-0.036061104102532104
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),-0.0347934479763543,-0.0347934479763543
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),-0.0318761332336268,-0.0318761332336268
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian),-0.0313551597953377,-0.03135515979533765
PWY-6293: superpathway of L-cysteine biosynthesis (fungi),-0.033184587653944,-0.033184587653944
PWY-6305: superpathway of putrescine biosynthesis,-0.0375552875223821,-0.03755528752238205
PWY-6317: D-galactose degradation I (Leloir pathway),-0.03510228314795885,-0.03510228314795885
PWY-6353: purine nucleotides degradation II (aerobic),-0.03246561146506595,-0.03246561146506595
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),-0.03173366144937995,-0.03173366144937995
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),-0.0309381935767548,-0.0309381935767548
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),-0.029046116394792952,-0.029046116394792952
"PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)",-0.0310432751557653,-0.0310432751557652
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),-0.03225745655341855,-0.03225745655341855
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,-0.03148426237095665,-0.03148426237095665
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,-0.030928359815512348,-0.030928359815512348
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,-0.035334425697045896,-0.035334425697045896
PWY-6527: stachyose degradation,-0.03451381975147515,-0.034513819751475106
PWY-6531: mannitol cycle,-0.0296755332470964,-0.0296755332470964
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,-0.03056814884024725,-0.03056814884024725
PWY-6549: L-glutamine biosynthesis III,-0.03128814117654365,-0.0312881411765436
PWY-6572: chondroitin sulfate degradation I (bacterial),-0.0334811553440064,-0.0334811553440064
PWY-6588: pyruvate fermentation to acetone,-0.0353194186647842,-0.0353194186647842
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,-0.033167746343374396,-0.033167746343374396
PWY-6595: superpathway of guanosine nucleotides degradation (plants),-0.0326106477869167,-0.0326106477869167
PWY-6606: guanosine nucleotides degradation II,-0.03342048492456835,-0.03342048492456835
PWY-6607: guanosine nucleotides degradation I,-0.0300253072492571,-0.0300253072492571
PWY-6608: guanosine nucleotides degradation III,-0.0351266172408023,-0.0351266172408023
PWY-6609: adenine and adenosine salvage III,-0.02699802684959415,-0.02699802684959415
PWY-6612: superpathway of tetrahydrofolate biosynthesis,-0.03283588299649215,-0.03283588299649225
PWY-6628: superpathway of L-phenylalanine biosynthesis,-0.03351500904180605,-0.03351500904180605
PWY-6630: superpathway of L-tyrosine biosynthesis,-0.03400273708003235,-0.03400273708003235
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate,-0.0336004170594001,-0.0336004170594001
PWY-6700: queuosine biosynthesis I (de novo),-0.0333518449802203,-0.0333518449802203
PWY-6703: preQ0 biosynthesis,-0.03227136093936495,-0.03227136093936495
PWY-6731: starch degradation III,-0.03532442649682705,-0.03532442649682705
PWY-6749: CMP-legionaminate biosynthesis I,-0.03158345821071065,-0.031583458210710694
PWY-6803: phosphatidylcholine acyl editing,-0.03253690642996655,-0.03253690642996655
PWY-6807: xyloglucan degradation II (exoglucanase),-0.0325973033605637,-0.0325973033605637
PWY-6823: molybdopterin biosynthesis,-0.0301299577712584,-0.0301299577712584
PWY-6859: all-trans-farnesol biosynthesis,-0.03443992391499575,-0.03443992391499575
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,-0.02985905451032935,-0.02985905451032935
PWY-6897: thiamine diphosphate salvage II,-0.030418293591037197,-0.030418293591037197
PWY-6901: superpathway of glucose and xylose degradation,-0.03422218013185176,-0.03422218013185176
PWY-6902: chitin degradation II (Vibrio),-0.0359525079586663,-0.0359525079586663
PWY-6906: chitin derivatives degradation,-0.031526057997736,-0.031526057997735946
PWY-6922: L-N&delta;-acetylornithine biosynthesis,-0.03045983369361745,-0.03045983369361745
PWY-6936: seleno-amino acid biosynthesis (plants),-0.033071163316611904,-0.033071163316611904
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)",-0.03613204275373085,-0.03613204275373085
PWY-6969: TCA cycle V (2-oxoglutarate synthase),-0.034710414348219254,-0.034710414348219254
"PWY-6992: 1,5-anhydrofructose degradation",-0.031784806594860646,-0.031784806594860646
"PWY-7013: (S)-propane-1,2-diol degradation",-0.0312931696916257,-0.0312931696916257
PWY-702: L-methionine biosynthesis II,-0.0343374358298308,-0.0343374358298308
PWY-7094: fatty acid salvage,-0.0344940204032571,-0.03449402040325715
PWY-7111: pyruvate fermentation to isobutanol (engineered),-0.036983766186539896,-0.036983766186539896
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",-0.033854891114871846,-0.033854891114871846
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",-0.032031826748707,-0.032031826748707
PWY-7118: chitin deacetylation,-0.03307218602128905,-0.0330721860212891
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,-0.031392863181659555,-0.031392863181659555
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,-0.0323394842064787,-0.0323394842064787
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,-0.03824942714643775,-0.03824942714643775
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,-0.03304267628639735,-0.03304267628639735
PWY-7199: pyrimidine deoxyribonucleosides salvage,-0.0308298679145411,-0.0308298679145411
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),-0.03404259589066465,-0.0340425958906647
PWY-7208: superpathway of pyrimidine nucleobases salvage,-0.03454481756255395,-0.03454481756255395
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,-0.02584653587663905,-0.02584653587663905
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,-0.03435807833095515,-0.03435807833095515
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,-0.0356623742488973,-0.03566237424889725
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,-0.03346286547831075,-0.03346286547831075
PWY-7221: guanosine ribonucleotides de novo biosynthesis,-0.0303736421576648,-0.0303736421576648
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,-0.03346286547831075,-0.03346286547831075
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,-0.03409750102178335,-0.03409750102178335
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,-0.03493944180001135,-0.03493944180001135
PWY-7234: inosine-5'-phosphate biosynthesis III,-0.033671869343487454,-0.033671869343487454
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",-0.031699332708852904,-0.031699332708853
PWY-7238: sucrose biosynthesis II,-0.0349374456645736,-0.0349374456645736
PWY-7242: D-fructuronate degradation,-0.0325815150764444,-0.0325815150764444
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",-0.0381750611559328,-0.0381750611559328
PWY-7254: TCA cycle VII (acetate-producers),-0.0282071632545011,-0.0282071632545011
PWY-7269: mitochondrial NADPH production (yeast),-0.032857900895259654,-0.032857900895259654
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,-0.03597372432537365,-0.03597372432537365
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis,-0.0336010991751463,-0.0336010991751463
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,-0.037793139692069655,-0.0377931396920696
PWY-7316: dTDP-N-acetylviosamine biosynthesis,-0.03639899183208915,-0.03639899183208915
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,-0.036402064865071096,-0.036402064865071096
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,-0.0316093031829722,-0.0316093031829722
PWY-7345: superpathway of anaerobic sucrose degradation,-0.03543328945341685,-0.03543328945341685
PWY-7356: thiamine diphosphate salvage IV (yeast),-0.031811169087704,-0.031811169087704
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),-0.03149396083278815,-0.03149396083278815
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",-0.0335306433963711,-0.033530643396371
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",-0.03131034268783555,-0.03131034268783555
PWY-7392: taxadiene biosynthesis (engineered),-0.0352843321510508,-0.0352843321510508
PWY-7400: L-arginine biosynthesis IV (archaebacteria),-0.0380363222107444,-0.0380363222107444
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide),-0.0304638771636773,-0.0304638771636773
"PWY-7456: &beta;-(1,4)-mannan degradation",-0.03271588931739945,-0.0327158893173995
PWY-7560: methylerythritol phosphate pathway II,-0.0363369823200854,-0.0363369823200854
PWY-7663: gondoate biosynthesis (anaerobic),-0.0365694722509539,-0.0365694722509539
PWY-7664: oleate biosynthesis IV (anaerobic),-0.035994839328389705,-0.035994839328389705
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis,-0.0362280650621208,-0.0362280650621208
PWY-7761: NAD salvage pathway II (PNC IV cycle),-0.02893381303350175,-0.02893381303350175
PWY-7790: UMP biosynthesis II,-0.03171405891270365,-0.0317140589127036
PWY-7791: UMP biosynthesis III,-0.03171405891270365,-0.0317140589127036
PWY-7851: coenzyme A biosynthesis II (eukaryotic),-0.035483101413552,-0.035483101413552
PWY-7858: (5Z)-dodecenoate biosynthesis II,-0.032497764645026544,-0.0324977646450265
PWY-7883: anhydromuropeptides recycling II,-0.03454325952369025,-0.03454325952369025
PWY-7942: 5-oxo-L-proline metabolism,-0.031962899312826754,-0.031962899312826754
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing),-0.03198025597468965,-0.03198025597468965
