,"Age, BMI & VAT",Mental health
percent_of_deep_sleep_time,0.0031017601439020845,0.0056760850467920555
percent_of_left_sleep,0.005997841797397516,0.013339812378091806
percent_of_light_sleep_time,0.003617303050052879,0.0076748346168365985
percent_of_non_supine_sleep,0.0061243681942115755,0.013905362043176064
percent_of_prone_sleep,0.01715664782728885,0.017431978197338528
percent_of_rem_sleep_time,0.0037062172363057943,0.00804960923669912
percent_of_right_sleep,0.009739978660348363,0.016298738099979067
percent_of_sleep_time,0.005620573416827849,0.008151532463451634
percent_of_supine_sleep,0.006124368194211568,0.013905362043176061
percent_of_wake_time,0.005620573416827865,0.0081515324634516
rdi,0.0016997026537406033,0.0031693813451293073
rdi_during_left,0.00256482895164474,0.0047532993672993185
rdi_during_non_supine,0.0026162842624824914,0.004539951693233542
rdi_during_nrem,0.0026355777831101428,0.004087124943748389
rdi_during_prone,0.0031643936161277328,0.0077546279498406
rdi_during_rem,0.0014629780069676528,0.0027590129660901115
rdi_during_right,0.003176569075069482,0.00634835618325839
rdi_during_supine,0.0014933176087569841,0.002654178071420494
rem_latency,0.00965814822185198,0.008632074271617603
saturation_below_80,0.006314170479618861,0.006314170479618843
saturation_below_85,0.01864070388105511,0.01864070389033542
saturation_below_90,0.007111826524214859,0.0063380382441725605
saturation_below_or_equal_88,0.009807065384846693,0.009784942726618938
saturation_max_value,0.0096241144036739,0.009624114403673903
saturation_mean,0.0011098989983154026,0.0011099053147577832
saturation_min_value,0.0014371591957075057,0.002402102695303265
sleep_efficiency,0.007855812641545135,0.009726701998546382
sleep_latency,0.0091218426945357,0.010706486529243345
snore_above_40db,0.0030947191386946024,0.006263711071005603
snore_above_45db,0.003020555611141428,0.004203660396865846
snore_above_50db,0.004149894162517537,0.006061025991342307
snore_above_60db,0.010061702007307573,0.011243934019222274
snore_db_mean,0.0053729222444796896,0.005388905098152108
time_to_transition_nrem_to_rem,0.007668067043416242,0.016089879533013465
time_to_transition_nrem_to_wake,0.005492033374809969,0.011448905948177903
time_to_transition_rem_to_nrem,0.005245334600131406,0.008111668228110616
time_to_transition_rem_to_wake,0.008534291104536249,0.013008288080566227
time_to_transition_wake_to_nrem,0.0153630389544345,0.015110859199910035
time_to_transition_wake_to_rem,0.018837533567084633,0.018837533567084636
total_arousal_sleep_time,0.011297634141290952,0.013491117421616645
total_deep_sleep_time,0.004000902158708,0.006443809911393647
total_left_sleep_time,0.00564934526918475,0.010932122730646442
total_light_sleep_time,0.005129923793665005,0.008335440823257406
total_non_supine_sleep_time,0.006015856899559735,0.010134675674035771
total_prone_sleep_time,0.013650071834719257,0.010976431523785251
total_rem_sleep_time,0.005074868497535268,0.010324098814439334
total_right_sleep_time,0.009137138121057804,0.011820721836011319
total_sleep_time,0.01121918146255304,0.013360622263622574
total_supine_sleep_time,0.0068121307624183615,0.013020843109808476
total_time_in_bed,0.007538838554649071,0.010641980446914159
total_valid_apnea_central_sleep_time,0.016772956083434192,0.014564011777566374
total_valid_apnea_sleep_time,0.011977311861758547,0.01730936777305026
total_wake_time,0.004750759749377325,0.008015290356140426
total_wake_time_after_sleep_onset,0.00464061004117954,0.008011588065342001
variability_between_sleep_stage_percents,0.00375914523353184,0.006734174379541496
