,"Age, BMI & VAT",Lifestyle
sleep_efficiency,0.00803654823644302,0.010500212200615283
sleep_latency,0.014515302490625723,0.014010987579448325
snore_above_40db,0.003440128124673001,0.008936661812695248
snore_above_45db,0.003201140085166842,0.005948652057764739
snore_above_50db,0.0046225731544487746,0.006066222467519027
snore_above_60db,0.007873056629910804,0.01824437245757891
snore_db_mean,0.004335853756554304,0.00458645692621241
time_to_transition_nrem_to_rem,0.011549236017233637,0.017374420484112522
time_to_transition_nrem_to_wake,0.0060672438482245895,0.016331624314808182
time_to_transition_rem_to_nrem,0.005045131278093494,0.008068624570301917
time_to_transition_rem_to_wake,0.013291223154152631,0.014066168767190504
time_to_transition_wake_to_nrem,0.003913989424779227,0.007000433535014997
time_to_transition_wake_to_rem,0.007964304332434115,0.012592754938133029
total_arousal_sleep_time,0.008380683604322285,0.0074233398776117855
total_deep_sleep_time,0.0035373295578558397,0.005042601113303951
total_left_sleep_time,0.006954799160018724,0.010228711422429803
total_light_sleep_time,0.006595758057723696,0.006988208626575967
total_non_supine_sleep_time,0.0040097921950230115,0.009631585948876828
total_prone_sleep_time,0.015504305197878054,0.013763596875095664
total_rem_sleep_time,0.006653705841865168,0.012750198790201084
total_right_sleep_time,0.005084598968762703,0.010627535295867215
total_sleep_time,0.008293195779866033,0.0074264687070219075
total_supine_sleep_time,0.005169516527129984,0.012402907900430592
total_time_in_bed,0.010854212909354951,0.0077210976841004236
total_valid_apnea_central_sleep_time,0.00902348093381094,0.011178798673459115
total_valid_apnea_sleep_time,0.0061493565588674245,0.007690945645116439
total_wake_time,0.006960527454367466,0.007876080631134805
total_wake_time_after_sleep_onset,0.007021103544390179,0.007001274405761416
variability_between_sleep_stage_percents,0.004035636690655382,0.00863242376412865
