,Age & BMI,"HRV
(average of nights)"
P42PWYincompletereductiveTCAcycle,False,False
P441PWYsuperpathwayofNacetylneuraminatedegradation,False,True
P461PWYhexitolfermentationtolactateformateethanolandacetate,False,True
PANTOPWYphosphopantothenatebiosynthesisI,True,True
PANTOSYNPWYsuperpathwayofcoenzymeAbiosynthesisIbacteria,True,True
PENTOSEPPWYpentosephosphatepathway,False,True
PEPTIDOGLYCANSYNPWYpeptidoglycanbiosynthesisImesodiaminopimelatecontaining,False,True
PHOSLIPSYNPWYsuperpathwayofphospholipidbiosynthesisIbacteria,False,True
POLYAMINSYN3PWYsuperpathwayofpolyaminebiosynthesisII,False,False
POLYAMSYNPWYsuperpathwayofpolyaminebiosynthesisI,False,True
POLYISOPRENSYNPWYpolyisoprenoidbiosynthesisEcoli,True,True
PPGPPMETPWYppGppmetabolism,False,True
PRPPPWYsuperpathwayofhistidinepurineandpyrimidinebiosynthesis,False,True
PWY1042glycolysisIV,False,True
PWY1269CMP3deoxyDmannooctulosonatebiosynthesis,False,True
PWY1861formaldehydeassimilationIIassimilatoryRuMPCycle,True,True
PWY241C4photosyntheticcarbonassimilationcycleNADPMEtype,False,True
PWY2941LlysinebiosynthesisII,False,True
PWY2942LlysinebiosynthesisIII,False,True
PWY3001superpathwayofLisoleucinebiosynthesisI,False,True
PWY3841folatetransformationsIIplants,False,True
PWY4041gammaglutamylcycle,False,False
PWY4984ureacycle,True,True
PWY5004superpathwayofLcitrullinemetabolism,False,True
PWY5005biotinbiosynthesisII,False,False
PWY50224aminobutanoatedegradationV,False,True
PWY5030LhistidinedegradationIII,False,True
PWY5097LlysinebiosynthesisVI,False,True
PWY5100pyruvatefermentationtoacetateandlactateII,False,True
PWY5103LisoleucinebiosynthesisIII,False,True
PWY5104LisoleucinebiosynthesisIV,False,True
PWY5121superpathwayofgeranylgeranyldiphosphatebiosynthesisIIviaMEP,True,True
PWY51302oxobutanoatedegradationI,False,False
PWY5136fattyacidbetaoxidationIIplantperoxisome,False,True
PWY5138fattyacidbetaoxidationIVunsaturatedevennumber,False,True
PWY5154LargininebiosynthesisIIIviaNacetylLcitrulline,False,True
PWY5188tetrapyrrolebiosynthesisIfromglutamate,False,True
PWY5189tetrapyrrolebiosynthesisIIfromglycine,False,True
PWY5345superpathwayofLmethioninebiosynthesisbysulfhydrylation,True,True
PWY5347superpathwayofLmethioninebiosynthesistranssulfuration,False,True
PWY5367petroselinatebiosynthesis,False,True
PWY5384sucrosedegradationIVsucrosephosphorylase,False,True
PWY5484glycolysisIIfromfructose6phosphate,False,True
PWY5497purinenucleobasesdegradationIIanaerobic,False,True
PWY5505LglutamateandLglutaminebiosynthesis,True,True
PWY561superpathwayofglyoxylatecycleandfattyaciddegradation,False,True
PWY5656mannosylglyceratebiosynthesisI,False,True
PWY5659GDPmannosebiosynthesis,True,True
PWY5667CDPdiacylglycerolbiosynthesisI,False,True
PWY5675nitratereductionVassimilatory,False,True
PWY5676acetylCoAfermentationtobutanoateII,False,True
PWY5686UMPbiosynthesisI,False,True
PWY5690TCAcycleIIplantsandfungi,False,True
PWY5695inosine5phosphatedegradation,False,True
PWY5705allantoindegradationtoglyoxylateIII,False,True
PWY5723Rubiscoshunt,False,True
PWY57472methylcitratecycleII,False,True
PWY58372carboxy14naphthoquinolbiosynthesis,False,True
PWY5838superpathwayofmenaquinol8biosynthesisI,False,True
PWY5840superpathwayofmenaquinol7biosynthesis,False,True
PWY5845superpathwayofmenaquinol9biosynthesis,False,True
PWY5850superpathwayofmenaquinol6biosynthesis,False,True
PWY5855ubiquinol7biosynthesisearlydecarboxylation,False,True
PWY5860superpathwayofdemethylmenaquinol6biosynthesisI,False,True
PWY5861superpathwayofdemethylmenaquinol8biosynthesisI,False,True
PWY5862superpathwayofdemethylmenaquinol9biosynthesis,False,True
PWY5896superpathwayofmenaquinol10biosynthesis,False,True
PWY5897superpathwayofmenaquinol11biosynthesis,False,True
PWY5898superpathwayofmenaquinol12biosynthesis,False,True
PWY5899superpathwayofmenaquinol13biosynthesis,False,True
PWY5913partialTCAcycleobligateautotrophs,False,True
PWY5918superpathwayofhemebbiosynthesisfromglutamate,False,True
PWY5920superpathwayofhemebbiosynthesisfromglycine,False,True
PWY5941glycogendegradationII,False,True
PWY5971palmitatebiosynthesistypeIIfattyacidsynthase,False,True
PWY5973cisvaccenatebiosynthesis,True,True
PWY5981CDPdiacylglycerolbiosynthesisIII,False,False
PWY5989stearatebiosynthesisIIbacteriaandplants,False,False
PWY61215aminoimidazoleribonucleotidebiosynthesisI,False,True
PWY61225aminoimidazoleribonucleotidebiosynthesisII,False,True
PWY6123inosine5phosphatebiosynthesisI,False,True
PWY6124inosine5phosphatebiosynthesisII,False,True
PWY6125superpathwayofguanosinenucleotidesdenovobiosynthesisII,False,False
PWY6126superpathwayofadenosinenucleotidesdenovobiosynthesisII,False,True
PWY6143CMPpseudaminatebiosynthesis,False,False
PWY61476hydroxymethyldihydropterindiphosphatebiosynthesisI,False,True
PWY6151SadenosylLmethioninesalvageI,False,True
PWY6163chorismatebiosynthesisfrom3dehydroquinate,False,True
PWY6168flavinbiosynthesisIIIfungi,False,True
PWY621sucrosedegradationIIIsucroseinvertase,True,True
PWY622starchbiosynthesis,True,True
PWY6270isoprenebiosynthesisI,False,True
PWY6277superpathwayof5aminoimidazoleribonucleotidebiosynthesis,False,True
PWY6282palmitoleatebiosynthesisIfrom5Zdodec5enoate,False,False
PWY6284superpathwayofunsaturatedfattyacidsbiosynthesisEcoli,False,True
PWY6285superpathwayoffattyacidsbiosynthesisEcoli,False,True
PWY6292superpathwayofLcysteinebiosynthesismammalian,False,True
PWY6293superpathwayofLcysteinebiosynthesisfungi,False,True
PWY6305superpathwayofputrescinebiosynthesis,False,True
PWY6317DgalactosedegradationILeloirpathway,False,True
PWY6353purinenucleotidesdegradationIIaerobic,False,True
PWY6385peptidoglycanbiosynthesisIIImycobacteria,False,True
PWY6386UDPNacetylmuramoylpentapeptidebiosynthesisIIlysinecontaining,False,True
PWY6387UDPNacetylmuramoylpentapeptidebiosynthesisImesodiaminopimelatecontaining,False,True
PWY6415LascorbatebiosynthesisVeuglenaDgalacturonatepathway,False,True
PWY6470peptidoglycanbiosynthesisVbetalactamresistance,True,True
PWY6478GDPDglyceroalphaDmannoheptosebiosynthesis,False,True
PWY65074deoxyLthreohex4enopyranuronatedegradation,False,True
PWY65198amino7oxononanoatebiosynthesisI,False,False
PWY6527stachyosedegradation,False,True
PWY6531mannitolcycle,False,True
PWY6545pyrimidinedeoxyribonucleotidesdenovobiosynthesisIII,False,False
PWY6549LglutaminebiosynthesisIII,False,True
PWY6572chondroitinsulfatedegradationIbacterial,True,True
PWY6588pyruvatefermentationtoacetone,False,True
PWY6590superpathwayofClostridiumacetobutylicumacidogenicfermentation,False,True
PWY6595superpathwayofguanosinenucleotidesdegradationplants,False,True
PWY6606guanosinenucleotidesdegradationII,False,True
PWY6607guanosinenucleotidesdegradationI,False,True
PWY6608guanosinenucleotidesdegradationIII,False,True
PWY6609adenineandadenosinesalvageIII,False,False
PWY6612superpathwayoftetrahydrofolatebiosynthesis,False,True
PWY6628superpathwayofLphenylalaninebiosynthesis,False,True
PWY6630superpathwayofLtyrosinebiosynthesis,False,False
PWY6690cinnamateand3hydroxycinnamatedegradationto2hydroxypentadienoate,False,True
PWY6700queuosinebiosynthesisIdenovo,False,True
PWY6703preQ0biosynthesis,False,True
PWY6731starchdegradationIII,False,True
PWY6749CMPlegionaminatebiosynthesisI,True,True
PWY6803phosphatidylcholineacylediting,False,True
PWY6807xyloglucandegradationIIexoglucanase,False,True
PWY6823molybdopterinbiosynthesis,False,True
PWY6859alltransfarnesolbiosynthesis,True,True
PWY6895superpathwayofthiaminediphosphatebiosynthesisII,False,True
PWY6897thiaminediphosphatesalvageII,False,True
PWY6901superpathwayofglucoseandxylosedegradation,False,True
PWY6902chitindegradationIIVibrio,False,False
PWY6906chitinderivativesdegradation,False,True
PWY6922LNdeltaacetylornithinebiosynthesis,False,False
PWY6936selenoaminoacidbiosynthesisplants,False,True
PWY6961LascorbatedegradationIIbacterialaerobic,False,True
PWY6969TCAcycleV2oxoglutaratesynthase,False,False
PWY699215anhydrofructosedegradation,False,True
PWY7013Spropane12dioldegradation,False,False
PWY702LmethioninebiosynthesisII,False,True
PWY7094fattyacidsalvage,False,True
PWY7111pyruvatefermentationtoisobutanolengineered,True,True
PWY7115C4photosyntheticcarbonassimilationcycleNADMEtype,False,False
PWY7117C4photosyntheticcarbonassimilationcyclePEPCKtype,False,True
PWY7118chitindeacetylation,False,True
PWY7184pyrimidinedeoxyribonucleotidesdenovobiosynthesisI,False,False
PWY7187pyrimidinedeoxyribonucleotidesdenovobiosynthesisII,False,True
PWY7197pyrimidinedeoxyribonucleotidephosphorylation,False,True
PWY7198pyrimidinedeoxyribonucleotidesdenovobiosynthesisIV,True,True
PWY7199pyrimidinedeoxyribonucleosidessalvage,False,True
PWY7204pyridoxal5phosphatesalvageIIplants,False,True
PWY7208superpathwayofpyrimidinenucleobasessalvage,False,True
PWY7209superpathwayofpyrimidineribonucleosidesdegradation,True,True
PWY7210pyrimidinedeoxyribonucleotidesbiosynthesisfromCTP,False,False
PWY7211superpathwayofpyrimidinedeoxyribonucleotidesdenovobiosynthesis,False,False
PWY7220adenosinedeoxyribonucleotidesdenovobiosynthesisII,True,True
PWY7221guanosineribonucleotidesdenovobiosynthesis,False,True
PWY7222guanosinedeoxyribonucleotidesdenovobiosynthesisII,True,True
PWY7228superpathwayofguanosinenucleotidesdenovobiosynthesisI,False,False
PWY7229superpathwayofadenosinenucleotidesdenovobiosynthesisI,False,True
PWY7234inosine5phosphatebiosynthesisIII,True,True
PWY7237myochiroandscylloinositoldegradation,False,True
PWY7238sucrosebiosynthesisII,False,True
PWY7242Dfructuronatedegradation,False,True
PWY724superpathwayofLlysineLthreonineandLmethioninebiosynthesisII,False,True
PWY7254TCAcycleVIIacetateproducers,False,True
PWY7269mitochondrialNADPHproductionyeast,False,True
PWY72824amino2methyl5diphosphomethylpyrimidinebiosynthesisII,False,True
PWY7312dTDPbetaDfucofuranosebiosynthesis,False,True
PWY7315dTDPNacetylthomosaminebiosynthesis,False,True
PWY7316dTDPNacetylviosaminebiosynthesis,False,False
PWY7323superpathwayofGDPmannosederivedOantigenbuildingblocksbiosynthesis,False,True
PWY7328superpathwayofUDPglucosederivedOantigenbuildingblocksbiosynthesis,False,False
PWY7345superpathwayofanaerobicsucrosedegradation,False,True
PWY7356thiaminediphosphatesalvageIVyeast,False,True
PWY7357thiaminephosphateformationfrompyrithiamineandoxythiamineyeast,False,True
PWY737114dihydroxy6naphthoatebiosynthesisII,False,True
PWY7383anaerobicenergymetabolisminvertebratescytosol,False,False
PWY7392taxadienebiosynthesisengineered,True,True
PWY7400LargininebiosynthesisIVarchaebacteria,False,True
PWY7434terminalOglycansresiduesmodificationviatype2precursordisaccharide,True,True
PWY7456beta14mannandegradation,False,True
PWY7560methylerythritolphosphatepathwayII,False,True
PWY7663gondoatebiosynthesisanaerobic,True,True
PWY7664oleatebiosynthesisIVanaerobic,False,False
PWY7688dTDPalphaDravidosamineanddTDP4acetylalphaDravidosaminebiosynthesis,False,True
PWY7761NADsalvagepathwayIIPNCIVcycle,True,True
PWY7790UMPbiosynthesisII,False,True
PWY7791UMPbiosynthesisIII,False,True
PWY7851coenzymeAbiosynthesisIIeukaryotic,False,True
PWY78585ZdodecenoatebiosynthesisII,False,True
PWY7883anhydromuropeptidesrecyclingII,False,True
PWY79425oxoLprolinemetabolism,False,True
PWY7953UDPNacetylmuramoylpentapeptidebiosynthesisIIImesodiaminopimelatecontaining,False,True
PWY7977LmethioninebiosynthesisIV,False,True
PWY7992superpathwayofmenaquinol8biosynthesisIII,False,True
PWY8004EntnerDoudoroffpathwayI,False,True
PWY801homocysteineandcysteineinterconversion,False,True
PWY8073lipidIVAbiosynthesisPputida,False,True
PWY81315deoxyadenosinedegradationII,False,False
PWY8178pentosephosphatepathwaynonoxidativebranchII,False,True
PWY8187LargininedegradationXIIIreductiveSticklandreaction,False,True
PWY821superpathwayofsulfuraminoacidbiosynthesisSaccharomycescerevisiae,False,True
PWY841superpathwayofpurinenucleotidesdenovobiosynthesisI,False,True
PWYI9LcysteinebiosynthesisVIfromLmethionine,False,True
PWY01061superpathwayofLalaninebiosynthesis,True,True
PWY01241ADPLglycerobetaDmannoheptosebiosynthesis,False,False
PWY01261anhydromuropeptidesrecyclingI,False,True
PWY012773phenylpropanoateand33hydroxyphenylpropanoatedegradation,False,True
PWY01296purineribonucleosidesdegradation,False,True
PWY01297superpathwayofpurinedeoxyribonucleosidesdegradation,False,True
PWY01298superpathwayofpyrimidinedeoxyribonucleosidesdegradation,False,True
PWY01319CDPdiacylglycerolbiosynthesisII,False,True
PWY01337oleatebetaoxidation,False,True
PWY01338polymyxinresistance,False,True
PWY01415superpathwayofhemebbiosynthesisfromuroporphyrinogenIII,False,True
PWY01477ethanolamineutilization,False,True
PWY01479tRNAprocessing,False,True
PWY01586peptidoglycanmaturationmesodiaminopimelatecontaining,False,True
PWY0162superpathwayofpyrimidineribonucleotidesdenovobiosynthesis,True,True
PWY0166superpathwayofpyrimidinedeoxyribonucleotidesdenovobiosynthesisEcoli,False,True
PWY0301LascorbatedegradationIbacterialanaerobic,False,True
PWY0422methylcitratecycleI,False,True
PWY0781aspartatesuperpathway,False,True
PWY0845superpathwayofpyridoxal5phosphatebiosynthesisandsalvage,False,True
PWY08625ZdodecenoatebiosynthesisI,False,False
PWY1ZNC1assimilatorysulfatereductionIV,True,True
PWY3O4107NADsalvagepathwayVPNCVcycle,False,True
PWY4903nitratereductionVIassimilatory,False,True
PWY4FS7phosphatidylglycerolbiosynthesisIplastidic,False,True
PWY4FS8phosphatidylglycerolbiosynthesisIInonplastidic,False,True
PWY4LZ257superpathwayoffermentationChlamydomonasreinhardtii,False,True
PWY66389phytoldegradation,False,True
PWY66391fattyacidbetaoxidationVImammalianperoxisome,True,True
PWY66399gluconeogenesisIII,False,True
PWY66409superpathwayofpurinenucleotidesalvage,False,True
PWY66429fattyacidbiosynthesisinitiationmitochondria,True,True
PYRIDNUCSALPWYNADsalvagepathwayIPNCVIcycle,False,True
PYRIDNUCSYNPWYNADdenovobiosynthesisIfromaspartate,False,True
PYRIDOXSYNPWYpyridoxal5phosphatebiosynthesisI,False,True
REDCITCYCTCAcycleVIHelicobacter,False,True
RHAMCATPWYLrhamnosedegradationI,True,True
RIBOSYN2PWYflavinbiosynthesisIbacteriaandplants,True,True
RUMPPWYformaldehydeoxidationI,True,True
SALVADEHYPOXPWYadenosinenucleotidesdegradationII,False,True
SERGLYSYNPWYsuperpathwayofLserineandglycinebiosynthesisI,False,True
SO4ASSIMPWYassimilatorysulfatereductionI,False,False
SULFATECYSPWYsuperpathwayofsulfateassimilationandcysteinebiosynthesis,False,False
TCAGLYOXBYPASSsuperpathwayofglyoxylatebypassandTCA,False,True
TCATCAcycleIprokaryotic,False,True
THISYNARAPWYsuperpathwayofthiaminediphosphatebiosynthesisIIIeukaryotes,False,True
THRESYNPWYsuperpathwayofLthreoninebiosynthesis,False,True
TRNACHARGINGPWYtRNAcharging,False,False
UDPNAGSYNPWYUDPNacetylDglucosaminebiosynthesisI,False,True
VALSYNPWYLvalinebiosynthesis,False,True
