,"Age, BMI & VAT","Sleep Quality
(average of nights)"
Ricecrackers,False,True
Roastedeggplant,False,True
Roll,False,True
Rugelach,False,True
RyeBread,True,True
Salmon,False,False
Salt,False,False
SaltyCheese,False,True
SaltyCookies,True,True
Sauerkraut,True,True
Sausages,False,False
Sauteedvegetables,True,True
Schnitzel,False,True
Schug,True,True
SeabassFish,False,True
Shakshouka,False,False
Shrimp,True,True
Smallradish,False,True
SmokedSalmon,True,True
Smoothies,True,True
Sodawater,False,True
Soupmandels,True,True
Soysauce,False,True
Soymilk,True,True
Spelled,True,True
Spinach,False,True
SpinachQuiche,False,True
Sprouts,False,True
Squashcasserole,False,False
Steak,True,True
Strawberry,False,True
StuffedCabbage,True,True
StuffedVineleaves,False,True
Sugar,False,True
SugarFreeGum,False,True
Sugarsubstitute,True,True
Sunflowerseeds,True,True
Sushi,False,True
SweetPotatoSoup,False,True
SweetRoll,False,True
Sweetpotato,False,False
TabboulehSalad,False,True
Tahini,False,True
Tea,False,False
TeriyakiSauce,False,True
Tilapia,False,True
Tofu,False,False
Tomatopaste,False,True
Tomatosauce,False,True
Tomatoes,False,True
Tortilla,False,True
TunaSalad,False,True
TunaSandwich,True,True
TurkeyShawarma,False,False
TzfatitCheese,False,False
VegetableSalad,False,True
VegetableSoup,False,True
VodkaorArak,True,True
Wafers,False,True
Walnuts,False,True
Water,True,True
Watermelon,False,True
Whippedcream,False,True
Whiskey,False,False
WhiteCheese,False,True
Whitebeans,True,True
WholemealBread,False,False
WholemealCrackers,False,True
WholemealRoll,True,True
Wine,False,True
YellowCheese,False,True
Yellowpepper,False,True
Yogurt,True,True
Zucchini,True,True
emmerwheatbread,True,True
ginger,True,True
