,"Age, BMI & VAT","Sleep Quality
(average of nights)"
Friedeggplant,False,True
Friedonions,True,True
FruitDrink,True,True
Garlic,False,True
GoatCheese,False,True
GoudaCheese,True,True
Granola,False,True
Grapes,False,False
GreenSalad,False,True
GreenTea,True,True
Greenbeans,False,True
Greencabbage,False,True
Greenonions,True,True
Grilledvegetables,True,True
Guacamole,False,False
Halva,True,True
Hamburger,False,True
Heavycream,False,True
Honey,False,True
Hummus,False,True
HummusSalad,False,False
Icecream,True,True
Icecreambar,False,True
Israelicouscous,False,True
Jachnun,False,True
Jam,False,True
Jewishdonut,False,True
Kebab,False,False
Ketchup,False,True
Knafeh,False,True
Kohlrabi,True,True
LabnehCheese,False,True
Lasagna,False,True
Lemon,True,True
Lemonjuice,False,True
Lemonade,True,True
LentilSoup,True,True
Lentils,False,True
Lettuce,True,True
LettuceSalad,True,True
LightBeer,True,True
LightBread,False,False
LightCreamCheese,False,True
LightYellowCheese,False,True
LowfatMilk,False,False
Majadra,False,False
Mandarin,False,False
Mango,False,True
Maplesyrup,False,True
Matbucha,False,True
Mayonnaise,False,True
Meatballs,False,True
Melon,False,True
Milk,True,True
Mixednuts,False,True
MozzarellaCheese,True,True
Mushrooms,False,False
Mustard,True,True
NaturalYogurt,False,True
Nectarine,True,True
Noodles,False,False
Oatmeal,False,True
Oliveoil,False,False
Olives,False,True
Omelette,False,True
Onion,False,True
OnionPie,True,True
Orange,True,True
Orangejuice,False,True
Pancake,False,True
Parmesancheese,False,True
Parsley,False,False
Pasta,False,True
PastaBolognese,False,True
Pastawithtomatosauce,False,True
Pastrami,False,True
Peach,False,False
PeanutButter,False,True
Peanuts,False,True
Pear,False,True
Peas,False,True
Pecan,False,True
Pepper,False,True
Persimmon,False,False
Pesto,False,True
Pickledcucumber,True,True
Pickledvegetables,False,True
Pineapple,False,True
Pistachio,False,True
Pita,False,True
Pizza,False,True
Plum,True,True
Pomegranate,True,True
Pomelo,True,True
Popcorn,False,True
Popsicle,True,True
Potatochips,False,True
Potatosalad,False,True
Potatoes,False,True
Pretzels,True,True
Prune,True,True
Pullet,False,True
Pumpkin,False,True
Pumpkinseeds,False,True
Quinoa,False,True
Raisins,True,True
Ravioli,True,True
RedCabbageSalad,False,True
Rice,False,True
RiceNoodles,True,True
Ricecrackers,False,False
Roastedeggplant,False,True
Roll,False,True
Rugelach,False,True
RyeBread,False,True
Salmon,True,True
Salt,False,True
SaltyCheese,False,True
SaltyCookies,True,True
Sauerkraut,True,True
Sausages,False,True
Sauteedvegetables,False,True
Schnitzel,False,True
Schug,True,True
Shakshouka,False,True
Shrimp,False,True
SmokedSalmon,False,True
Smoothies,False,True
Sodawater,False,False
Soupmandels,True,True
SpinachQuiche,False,False
Sprouts,True,True
Steak,False,True
Strawberry,False,True
StuffedVineleaves,True,True
Sugar,True,True
SugarFreeGum,True,True
Sugarsubstitute,False,False
Sunflowerseeds,True,True
Sushi,False,False
SweetPotatoSoup,True,True
SweetRoll,True,True
Sweetpotato,False,True
TabboulehSalad,True,True
Tahini,False,True
Tea,False,True
TeriyakiSauce,True,True
Tilapia,False,True
Tofu,False,True
Tomatopaste,True,True
Tomatosauce,False,True
Tomatoes,False,True
Tortilla,True,True
TunaSalad,False,True
TunaSandwich,False,True
TurkeyShawarma,False,True
TzfatitCheese,False,True
VegetableSalad,False,True
VegetableSoup,False,False
VodkaorArak,True,True
Wafers,False,True
Walnuts,False,True
Water,True,True
Watermelon,True,True
Whippedcream,True,True
Whiskey,True,True
WhiteCheese,False,False
Whitebeans,True,True
WholemealBread,False,False
WholemealCrackers,True,True
WholemealRoll,False,True
Wine,False,True
YellowCheese,False,True
Yellowpepper,False,True
Yogurt,False,True
Zucchini,False,True
emmerwheatbread,True,True
ginger,False,True
